72.0628054,-32.23686897,11775847.73,-3588591.839
-79.80384364,-103.7924682,-15414167.39,-11554124.71
-37.2095649,-162.063769,-4468357.826,-18040856.24
56.44715026,55.21112194,7647950.513,6146073.98
72.86017233,125.3568433,12070450.34,13954659.96
-1.09747361,-110.8622125,-122177.6747,-12341125.05
-12.48581248,-19.81296541,-1401047.541,-2205569.221
5.1043112,-64.52636058,568962.4172,-7183041.603
-0.55721989,-1.00140866,-62030.41225,-111476.3021
28.60105059,-163.4378328,3324966.046,-18193816.32
-53.45681951,-175.7770059,-7067948.275,-19567406.79
-29.44301922,-22.30296986,-3432154.202,-2482755.248
83.77014285,160.2827602,18566979.09,17842595.25
-51.38227133,165.4528312,-6689193.703,18418124.92
8.14549388,94.18399099,909822.1628,10484513.92
-1.64087942,-119.3472024,-182686.8358,-13285669.8
15.42849209,-7.22927292,1738632.324,-804758.9803
-36.73972873,-58.97686939,-4402890.155,-6565275.069
-34.40043501,-61.7507614,-4082698.239,-6874063.315
-5.75362687,116.2797732,-641569.9998,12944205.15
73.35180886,64.8504467,12258792.15,7219118.704
-51.68608251,148.5933424,-6743562.96,16541335.21
-25.36961615,-76.06984568,-2921212.377,-8468056.486
1.267855,126.8681897,141148.4926,14122902.27
21.81643433,166.6363271,2489500.199,18549871.08
-11.42504993,33.17716445,-1280343.98,3693265.053
48.89662233,-142.9665702,6257338.536,-15914965.79
42.56757995,125.4186096,5246383.016,13961535.76
16.94667036,57.43554932,1914618.039,6393696.104
31.96687459,125.6910193,3758963.187,13991860.27
-17.5463188,7.38806119,-1984513.6,822435.2096
-45.59267848,31.52365848,-5715314.206,3509197.61
-55.03127864,-164.7097509,-7367939.027,-18335405.6
-8.34377234,-15.42555172,-932124.9345,-1717164.563
37.18876236,-152.7813977,4465450.588,-17007547.39
-52.11431474,-17.05217581,-6820821.476,-1898239.528
57.65355603,74.99922507,7894889.897,8348875.545
27.28943154,114.0522306,3159679.166,12696236.24
-5.69324374,-14.35040655,-634814.5031,-1597479.95
46.18785543,21.07062513,5810504.459,2345571.26
33.28523818,-63.56222821,3933226.052,-7075714.878
47.57384129,130.171828,6036247.789,14490661.61
-29.56452617,90.09770266,-3447695.664,10029630.38
61.66648241,-172.1558345,8780489.561,-19164299.84
-48.39310657,-164.0936392,-6172504.719,-18266820.35
17.56091267,22.03435327,1986217.525,2452852.986
-8.80852339,-69.2043065,-984445.9581,-7703788.16
45.77642993,-24.97456059,5744594.058,-2780155.368
-47.31129735,-33.45960713,-5993034.576,-3724706.428
-41.69907421,-59.95061698,-5116008.266,-6673672.155
15.28272666,-17.63943278,1721805.066,-1963612.675
12.81688962,-101.9075492,1438820.019,-11344296.49
48.62996393,59.95559228,6212305.672,6674226.003
-23.75670168,173.1728904,-2723789.051,19277517.98
16.97517947,-19.39319017,1917935.976,-2158840.055
-14.25631657,-90.07721795,-1603639.588,-10027350.03
29.19048552,30.54729975,3399912.985,3400509.853
76.31055664,-103.1147329,13521498.21,-11478679.56
15.95043691,-48.32454178,1798983.794,-5379463.384
-67.87617068,-0.85329567,-10410297.77,-94988.43948
45.9593966,19.69934205,5773844.883,2192920.726
1.55418215,120.9330293,173031.9863,13462203.24
-49.90567998,24.60481496,-6429957.27,2738995.472
-44.06470984,9.73914416,-5475461.647,1084156.569
-55.04413587,80.17099839,-7370436.702,8924594.717
68.5025639,160.6027417,10597988.02,17878215.43
54.85921204,-10.98366193,7334589.845,-1222695.653
-75.50033887,149.9920701,-13151029.25,16697040.86
0.60422317,135.0206399,67263.06236,15030428.87
36.2641498,5.72890461,4337029.115,637738.744
-5.05908598,16.6400528,-563908.1022,1852362.204
20.98857299,-106.2812324,2390516.091,-11831172.67
-28.44862305,-67.49037736,-3305653.54,-7512994.441
-30.06721054,33.06247794,-3512192.061,3680498.209
-18.81280547,4.52898694,-2132909.141,504164.52
78.71856992,-133.8365572,14765247.24,-14898617.4
-70.09407836,172.1239136,-11099405.24,19160746.42
-39.83342078,-90.21821158,-4841764.886,-10043045.37
-29.11551477,53.23767414,-3390356.708,5926390.776
-11.29035165,-21.53140885,-1265049.926,-2396865.469
42.596839,-35.20816881,5250806.581,-3919355.424
-10.2222183,129.389298,-1144017.47,14403550.77
-36.05899634,-64.85186016,-4308742.217,-7219276.05
-47.89756875,51.61128773,-6089830.811,5745342.269
0.29346101,-17.58571047,32668.07303,-1957632.335
51.29635428,-27.6723508,6673883.733,-3080472
-4.54316578,-154.229388,-506273.7048,-17168736.94
-17.03259841,-167.4992465,-1924620.017,-18645930.82
-63.46297365,-93.73728771,-9214684.136,-10434787.14
-10.1847991,-170.2079621,-1139785.047,-18947463.66
65.24062717,164.5894983,9672041.09,18322019.14
26.12589142,113.3144132,3014681.508,12614102.78
25.18442609,-44.10953554,2898414.271,-4910251.035
-21.04180266,-132.5260083,-2396863.807,-14752727.76
61.81587324,-78.02384851,8815614.627,-8685575.086
27.98146558,-120.3494227,3246637.224,-13397236.45
20.75708421,-39.19953624,2362936.933,-4363672.414
-28.11378072,44.5006529,-3263326.524,4953790.021
-22.39205127,150.0767273,-2558661.224,16706464.87
-18.75665611,-124.6532985,-2126306.958,-13876341.71
